ORDER_ID,PRODUCT_ID,CUSTOMER_ID,ORDER_DATE,UNIT_PRICE,QUANTITY,ORDER_SEQ,DAYS_BETWEEN_FIRST_LAST_PURCHASE,CUSTOMER_TYPE
10260,62,OTTIK,1996-07-19T00:00:00.000Z,39.4,15,1,634,returning
10260,70,OTTIK,1996-07-19T00:00:00.000Z,12,21,1,634,returning
10260,41,OTTIK,1996-07-19T00:00:00.000Z,7.7,16,1,634,returning
10407,11,OTTIK,1997-01-07T00:00:00.000Z,16.8,30,2,634,returning
10407,69,OTTIK,1997-01-07T00:00:00.000Z,28.8,15,2,634,returning
10407,71,OTTIK,1997-01-07T00:00:00.000Z,17.2,15,2,634,returning
10508,13,OTTIK,1997-04-16T00:00:00.000Z,6,10,3,634,returning
10508,39,OTTIK,1997-04-16T00:00:00.000Z,18,10,3,634,returning
10554,16,OTTIK,1997-05-30T00:00:00.000Z,17.45,30,4,634,returning
10554,23,OTTIK,1997-05-30T00:00:00.000Z,9,20,4,634,returning
10554,62,OTTIK,1997-05-30T00:00:00.000Z,49.3,20,4,634,returning
10554,77,OTTIK,1997-05-30T00:00:00.000Z,13,10,4,634,returning
10580,41,OTTIK,1997-06-26T00:00:00.000Z,9.65,9,5,634,returning
10580,65,OTTIK,1997-06-26T00:00:00.000Z,21.05,30,5,634,returning
10580,14,OTTIK,1997-06-26T00:00:00.000Z,23.25,15,5,634,returning
10684,40,OTTIK,1997-09-26T00:00:00.000Z,18.4,20,6,634,returning
10684,47,OTTIK,1997-09-26T00:00:00.000Z,9.5,40,6,634,returning
10684,60,OTTIK,1997-09-26T00:00:00.000Z,34,30,6,634,returning
10766,2,OTTIK,1997-12-05T00:00:00.000Z,19,40,7,634,returning
10766,7,OTTIK,1997-12-05T00:00:00.000Z,30,35,7,634,returning
10766,68,OTTIK,1997-12-05T00:00:00.000Z,12.5,40,7,634,returning
10833,7,OTTIK,1998-01-15T00:00:00.000Z,30,20,8,634,returning
10833,31,OTTIK,1998-01-15T00:00:00.000Z,12.5,9,8,634,returning
10833,53,OTTIK,1998-01-15T00:00:00.000Z,32.8,9,8,634,returning
10999,41,OTTIK,1998-04-03T00:00:00.000Z,9.65,20,9,634,returning
10999,51,OTTIK,1998-04-03T00:00:00.000Z,53,15,9,634,returning
10999,77,OTTIK,1998-04-03T00:00:00.000Z,13,21,9,634,returning
11020,10,OTTIK,1998-04-14T00:00:00.000Z,31,24,10,634,returning
10279,17,LEHMS,1996-08-13T00:00:00.000Z,31.2,15,1,630,returning
10284,27,LEHMS,1996-08-19T00:00:00.000Z,35.1,15,2,630,returning
10284,67,LEHMS,1996-08-19T00:00:00.000Z,11.2,5,2,630,returning
10284,44,LEHMS,1996-08-19T00:00:00.000Z,15.5,21,2,630,returning
10284,60,LEHMS,1996-08-19T00:00:00.000Z,27.2,20,2,630,returning
10343,64,LEHMS,1996-10-31T00:00:00.000Z,26.6,50,3,630,returning
10343,68,LEHMS,1996-10-31T00:00:00.000Z,10,4,3,630,returning
10343,76,LEHMS,1996-10-31T00:00:00.000Z,14.4,15,3,630,returning
10497,56,LEHMS,1997-04-04T00:00:00.000Z,30.4,14,4,630,returning
10497,72,LEHMS,1997-04-04T00:00:00.000Z,27.8,25,4,630,returning
10497,77,LEHMS,1997-04-04T00:00:00.000Z,10.4,25,4,630,returning
10522,1,LEHMS,1997-04-30T00:00:00.000Z,18,40,5,630,returning
10522,40,LEHMS,1997-04-30T00:00:00.000Z,18.4,25,5,630,returning
10522,30,LEHMS,1997-04-30T00:00:00.000Z,25.89,20,5,630,returning
10522,8,LEHMS,1997-04-30T00:00:00.000Z,40,24,5,630,returning
10534,30,LEHMS,1997-05-12T00:00:00.000Z,25.89,10,6,630,returning
10534,40,LEHMS,1997-05-12T00:00:00.000Z,18.4,10,6,630,returning
10534,54,LEHMS,1997-05-12T00:00:00.000Z,7.45,10,6,630,returning
10536,60,LEHMS,1997-05-14T00:00:00.000Z,34,35,7,630,returning
10536,31,LEHMS,1997-05-14T00:00:00.000Z,12.5,20,7,630,returning
10536,12,LEHMS,1997-05-14T00:00:00.000Z,38,15,7,630,returning
10536,33,LEHMS,1997-05-14T00:00:00.000Z,2.5,30,7,630,returning
10557,64,LEHMS,1997-06-03T00:00:00.000Z,33.25,30,8,630,returning
10557,75,LEHMS,1997-06-03T00:00:00.000Z,7.75,20,8,630,returning
10592,15,LEHMS,1997-07-08T00:00:00.000Z,15.5,25,9,630,returning
10592,26,LEHMS,1997-07-08T00:00:00.000Z,31.23,5,9,630,returning
10593,20,LEHMS,1997-07-09T00:00:00.000Z,81,21,10,630,returning
10593,69,LEHMS,1997-07-09T00:00:00.000Z,36,20,10,630,returning
10593,76,LEHMS,1997-07-09T00:00:00.000Z,18,4,10,630,returning
10772,29,LEHMS,1997-12-10T00:00:00.000Z,123.79,18,11,630,returning
10772,59,LEHMS,1997-12-10T00:00:00.000Z,55,25,11,630,returning
10862,11,LEHMS,1998-01-30T00:00:00.000Z,21,25,12,630,returning
10862,52,LEHMS,1998-01-30T00:00:00.000Z,7,8,12,630,returning
10891,30,LEHMS,1998-02-17T00:00:00.000Z,25.89,15,13,630,returning
10934,6,LEHMS,1998-03-09T00:00:00.000Z,25,20,14,630,returning
11070,1,LEHMS,1998-05-05T00:00:00.000Z,18,40,15,630,returning
11070,2,LEHMS,1998-05-05T00:00:00.000Z,19,20,15,630,returning
11070,16,LEHMS,1998-05-05T00:00:00.000Z,17.45,30,15,630,returning
11070,31,LEHMS,1998-05-05T00:00:00.000Z,12.5,20,15,630,returning
10501,54,BLAUS,1997-04-09T00:00:00.000Z,7.45,20,1,385,returning
10509,28,BLAUS,1997-04-17T00:00:00.000Z,45.6,3,2,385,returning
10582,57,BLAUS,1997-06-27T00:00:00.000Z,19.5,4,3,385,returning
10582,76,BLAUS,1997-06-27T00:00:00.000Z,18,14,3,385,returning
10614,11,BLAUS,1997-07-29T00:00:00.000Z,21,14,4,385,returning
10614,21,BLAUS,1997-07-29T00:00:00.000Z,10,8,4,385,returning
10614,39,BLAUS,1997-07-29T00:00:00.000Z,18,5,4,385,returning
10853,18,BLAUS,1998-01-27T00:00:00.000Z,62.5,10,5,385,returning
10956,21,BLAUS,1998-03-17T00:00:00.000Z,10,12,6,385,returning
10956,47,BLAUS,1998-03-17T00:00:00.000Z,9.5,14,6,385,returning
10956,51,BLAUS,1998-03-17T00:00:00.000Z,53,8,6,385,returning
11058,21,BLAUS,1998-04-29T00:00:00.000Z,10,3,7,385,returning
11058,60,BLAUS,1998-04-29T00:00:00.000Z,34,21,7,385,returning
11058,61,BLAUS,1998-04-29T00:00:00.000Z,28.5,4,7,385,returning
10326,4,BOLID,1996-10-10T00:00:00.000Z,17.6,24,1,530,returning
10326,57,BOLID,1996-10-10T00:00:00.000Z,15.6,16,1,530,returning
10326,75,BOLID,1996-10-10T00:00:00.000Z,6.2,50,1,530,returning
10801,17,BOLID,1997-12-29T00:00:00.000Z,39,40,2,530,returning
10801,29,BOLID,1997-12-29T00:00:00.000Z,123.79,20,2,530,returning
10970,52,BOLID,1998-03-24T00:00:00.000Z,7,40,3,530,returning
10268,29,GROSR,1996-07-30T00:00:00.000Z,99,10,1,506,returning
10268,72,GROSR,1996-07-30T00:00:00.000Z,27.8,4,1,506,returning
10785,10,GROSR,1997-12-18T00:00:00.000Z,31,10,2,506,returning
10785,75,GROSR,1997-12-18T00:00:00.000Z,7.75,10,2,506,returning
10315,70,ISLAT,1996-09-26T00:00:00.000Z,12,30,1,526,returning
10315,34,ISLAT,1996-09-26T00:00:00.000Z,11.2,14,1,526,returning
10318,41,ISLAT,1996-10-01T00:00:00.000Z,7.7,20,2,526,returning
10318,76,ISLAT,1996-10-01T00:00:00.000Z,14.4,6,2,526,returning
10321,35,ISLAT,1996-10-03T00:00:00.000Z,14.4,10,3,526,returning
10473,33,ISLAT,1997-03-13T00:00:00.000Z,2,12,4,526,returning
10473,71,ISLAT,1997-03-13T00:00:00.000Z,17.2,12,4,526,returning
10621,19,ISLAT,1997-08-05T00:00:00.000Z,9.2,5,5,526,returning
10621,23,ISLAT,1997-08-05T00:00:00.000Z,9,10,5,526,returning
10621,70,ISLAT,1997-08-05T00:00:00.000Z,15,20,5,526,returning
10621,71,ISLAT,1997-08-05T00:00:00.000Z,21.5,15,5,526,returning
10674,23,ISLAT,1997-09-18T00:00:00.000Z,9,5,6,526,returning
10749,56,ISLAT,1997-11-20T00:00:00.000Z,38,15,7,526,returning
10749,59,ISLAT,1997-11-20T00:00:00.000Z,55,6,7,526,returning
10749,76,ISLAT,1997-11-20T00:00:00.000Z,18,10,7,526,returning
10798,62,ISLAT,1997-12-26T00:00:00.000Z,49.3,2,8,526,returning
10798,72,ISLAT,1997-12-26T00:00:00.000Z,34.8,10,8,526,returning
10829,2,ISLAT,1998-01-13T00:00:00.000Z,19,10,9,526,returning
10829,8,ISLAT,1998-01-13T00:00:00.000Z,40,20,9,526,returning
10829,13,ISLAT,1998-01-13T00:00:00.000Z,6,10,9,526,returning
10829,60,ISLAT,1998-01-13T00:00:00.000Z,34,21,9,526,returning
10933,53,ISLAT,1998-03-06T00:00:00.000Z,32.8,2,10,526,returning
10933,61,ISLAT,1998-03-06T00:00:00.000Z,28.5,30,10,526,returning
10311,42,DUMON,1996-09-20T00:00:00.000Z,11.2,6,1,514,returning
10311,69,DUMON,1996-09-20T00:00:00.000Z,28.8,7,1,514,returning
10609,1,DUMON,1997-07-24T00:00:00.000Z,18,3,2,514,returning
10609,10,DUMON,1997-07-24T00:00:00.000Z,31,10,2,514,returning
10609,21,DUMON,1997-07-24T00:00:00.000Z,10,6,2,514,returning
10683,52,DUMON,1997-09-26T00:00:00.000Z,7,9,3,514,returning
10890,17,DUMON,1998-02-16T00:00:00.000Z,39,15,4,514,returning
10890,34,DUMON,1998-02-16T00:00:00.000Z,14,10,4,514,returning
10890,41,DUMON,1998-02-16T00:00:00.000Z,9.65,14,4,514,returning
10301,56,WANDK,1996-09-09T00:00:00.000Z,30.4,20,1,591,returning
10301,40,WANDK,1996-09-09T00:00:00.000Z,14.7,10,1,591,returning
10312,28,WANDK,1996-09-23T00:00:00.000Z,36.4,4,2,591,returning
10312,43,WANDK,1996-09-23T00:00:00.000Z,36.8,24,2,591,returning
10312,53,WANDK,1996-09-23T00:00:00.000Z,26.2,20,2,591,returning
10312,75,WANDK,1996-09-23T00:00:00.000Z,6.2,10,2,591,returning
10348,1,WANDK,1996-11-07T00:00:00.000Z,14.4,15,3,591,returning
10348,23,WANDK,1996-11-07T00:00:00.000Z,7.2,25,3,591,returning
10356,31,WANDK,1996-11-18T00:00:00.000Z,10,30,4,591,returning
10356,55,WANDK,1996-11-18T00:00:00.000Z,19.2,12,4,591,returning
10356,69,WANDK,1996-11-18T00:00:00.000Z,28.8,20,4,591,returning
10513,61,WANDK,1997-04-22T00:00:00.000Z,28.5,15,5,591,returning
10513,32,WANDK,1997-04-22T00:00:00.000Z,32,50,5,591,returning
10513,21,WANDK,1997-04-22T00:00:00.000Z,10,40,5,591,returning
10632,2,WANDK,1997-08-14T00:00:00.000Z,19,30,6,591,returning
10632,33,WANDK,1997-08-14T00:00:00.000Z,2.5,20,6,591,returning
10640,69,WANDK,1997-08-21T00:00:00.000Z,36,20,7,591,returning
10640,70,WANDK,1997-08-21T00:00:00.000Z,15,15,7,591,returning
10651,19,WANDK,1997-09-01T00:00:00.000Z,9.2,12,8,591,returning
10651,22,WANDK,1997-09-01T00:00:00.000Z,21,20,8,591,returning
10668,31,WANDK,1997-09-15T00:00:00.000Z,12.5,8,9,591,returning
10668,55,WANDK,1997-09-15T00:00:00.000Z,24,4,9,591,returning
10668,64,WANDK,1997-09-15T00:00:00.000Z,33.25,15,9,591,returning
11046,12,WANDK,1998-04-23T00:00:00.000Z,38,20,10,591,returning
11046,32,WANDK,1998-04-23T00:00:00.000Z,32,15,10,591,returning
11046,35,WANDK,1998-04-23T00:00:00.000Z,18,18,10,591,returning
10267,59,FRANK,1996-07-29T00:00:00.000Z,44,70,1,619,returning
10267,40,FRANK,1996-07-29T00:00:00.000Z,14.7,50,1,619,returning
10267,76,FRANK,1996-07-29T00:00:00.000Z,14.4,15,1,619,returning
10337,23,FRANK,1996-10-24T00:00:00.000Z,7.2,40,2,619,returning
10337,26,FRANK,1996-10-24T00:00:00.000Z,24.9,24,2,619,returning
10337,36,FRANK,1996-10-24T00:00:00.000Z,15.2,20,2,619,returning
10337,37,FRANK,1996-10-24T00:00:00.000Z,20.8,28,2,619,returning
10337,72,FRANK,1996-10-24T00:00:00.000Z,27.8,25,2,619,returning
10342,2,FRANK,1996-10-30T00:00:00.000Z,15.2,24,3,619,returning
10342,31,FRANK,1996-10-30T00:00:00.000Z,10,56,3,619,returning
10342,36,FRANK,1996-10-30T00:00:00.000Z,15.2,40,3,619,returning
10342,55,FRANK,1996-10-30T00:00:00.000Z,19.2,40,3,619,returning
10396,71,FRANK,1996-12-27T00:00:00.000Z,17.2,60,4,619,returning
10396,72,FRANK,1996-12-27T00:00:00.000Z,27.8,21,4,619,returning
10396,23,FRANK,1996-12-27T00:00:00.000Z,7.2,40,4,619,returning
10488,59,FRANK,1997-03-27T00:00:00.000Z,44,30,5,619,returning
10488,73,FRANK,1997-03-27T00:00:00.000Z,12,20,5,619,returning
10560,30,FRANK,1997-06-06T00:00:00.000Z,25.89,20,6,619,returning
10560,62,FRANK,1997-06-06T00:00:00.000Z,49.3,15,6,619,returning
10623,14,FRANK,1997-08-07T00:00:00.000Z,23.25,21,7,619,returning
10623,19,FRANK,1997-08-07T00:00:00.000Z,9.2,15,7,619,returning
10623,21,FRANK,1997-08-07T00:00:00.000Z,10,25,7,619,returning
10623,24,FRANK,1997-08-07T00:00:00.000Z,4.5,3,7,619,returning
10623,35,FRANK,1997-08-07T00:00:00.000Z,18,30,7,619,returning
10653,16,FRANK,1997-09-02T00:00:00.000Z,17.45,30,8,619,returning
10653,60,FRANK,1997-09-02T00:00:00.000Z,34,20,8,619,returning
10670,23,FRANK,1997-09-16T00:00:00.000Z,9,32,9,619,returning
10670,46,FRANK,1997-09-16T00:00:00.000Z,12,60,9,619,returning
10670,67,FRANK,1997-09-16T00:00:00.000Z,14,25,9,619,returning
10670,73,FRANK,1997-09-16T00:00:00.000Z,15,50,9,619,returning
10670,75,FRANK,1997-09-16T00:00:00.000Z,7.75,25,9,619,returning
10675,14,FRANK,1997-09-19T00:00:00.000Z,23.25,30,10,619,returning
10675,53,FRANK,1997-09-19T00:00:00.000Z,32.8,10,10,619,returning
10675,58,FRANK,1997-09-19T00:00:00.000Z,13.25,30,10,619,returning
10717,69,FRANK,1997-10-24T00:00:00.000Z,36,25,11,619,returning
10717,54,FRANK,1997-10-24T00:00:00.000Z,7.45,15,11,619,returning
10717,21,FRANK,1997-10-24T00:00:00.000Z,10,32,11,619,returning
10791,29,FRANK,1997-12-23T00:00:00.000Z,123.79,14,12,619,returning
10791,41,FRANK,1997-12-23T00:00:00.000Z,9.65,20,12,619,returning
10859,24,FRANK,1998-01-29T00:00:00.000Z,4.5,40,13,619,returning
10859,54,FRANK,1998-01-29T00:00:00.000Z,7.45,35,13,619,returning
10859,64,FRANK,1998-01-29T00:00:00.000Z,33.25,30,13,619,returning
10929,21,FRANK,1998-03-05T00:00:00.000Z,10,60,14,619,returning
10929,75,FRANK,1998-03-05T00:00:00.000Z,7.75,49,14,619,returning
10929,77,FRANK,1998-03-05T00:00:00.000Z,13,15,14,619,returning
11012,19,FRANK,1998-04-09T00:00:00.000Z,9.2,50,15,619,returning
11012,60,FRANK,1998-04-09T00:00:00.000Z,34,36,15,619,returning
11012,71,FRANK,1998-04-09T00:00:00.000Z,21.5,60,15,619,returning
10307,62,LONEP,1996-09-17T00:00:00.000Z,39.4,10,1,573,returning
10307,68,LONEP,1996-09-17T00:00:00.000Z,10,3,1,573,returning
10317,1,LONEP,1996-09-30T00:00:00.000Z,14.4,20,2,573,returning
10544,28,LONEP,1997-05-21T00:00:00.000Z,45.6,7,3,573,returning
10544,67,LONEP,1997-05-21T00:00:00.000Z,14,7,3,573,returning
10662,68,LONEP,1997-09-09T00:00:00.000Z,12.5,10,4,573,returning
10665,51,LONEP,1997-09-11T00:00:00.000Z,53,20,5,573,returning
10665,59,LONEP,1997-09-11T00:00:00.000Z,55,1,5,573,returning
10665,76,LONEP,1997-09-11T00:00:00.000Z,18,10,5,573,returning
10867,53,LONEP,1998-02-03T00:00:00.000Z,32.8,3,6,573,returning
10883,24,LONEP,1998-02-12T00:00:00.000Z,4.5,8,7,573,returning
11018,12,LONEP,1998-04-13T00:00:00.000Z,38,20,8,573,returning
11018,18,LONEP,1998-04-13T00:00:00.000Z,62.5,10,8,573,returning
11018,56,LONEP,1998-04-13T00:00:00.000Z,38,5,8,573,returning
10287,34,RICAR,1996-08-22T00:00:00.000Z,11.2,20,1,615,returning
10287,46,RICAR,1996-08-22T00:00:00.000Z,9.6,15,1,615,returning
10287,16,RICAR,1996-08-22T00:00:00.000Z,13.9,40,1,615,returning
10299,19,RICAR,1996-09-06T00:00:00.000Z,7.3,15,2,615,returning
10299,70,RICAR,1996-09-06T00:00:00.000Z,12,20,2,615,returning
10447,19,RICAR,1997-02-14T00:00:00.000Z,7.3,40,3,615,returning
10447,65,RICAR,1997-02-14T00:00:00.000Z,16.8,35,3,615,returning
10447,71,RICAR,1997-02-14T00:00:00.000Z,17.2,2,3,615,returning
10481,49,RICAR,1997-03-20T00:00:00.000Z,16,24,4,615,returning
10481,60,RICAR,1997-03-20T00:00:00.000Z,27.2,40,4,615,returning
10563,36,RICAR,1997-06-10T00:00:00.000Z,19,25,5,615,returning
10563,52,RICAR,1997-06-10T00:00:00.000Z,7,70,5,615,returning
10622,68,RICAR,1997-08-06T00:00:00.000Z,12.5,18,6,615,returning
10622,2,RICAR,1997-08-06T00:00:00.000Z,19,20,6,615,returning
10648,22,RICAR,1997-08-28T00:00:00.000Z,21,15,7,615,returning
10648,24,RICAR,1997-08-28T00:00:00.000Z,4.5,15,7,615,returning
10813,2,RICAR,1998-01-05T00:00:00.000Z,19,12,8,615,returning
10813,46,RICAR,1998-01-05T00:00:00.000Z,12,35,8,615,returning
10851,2,RICAR,1998-01-26T00:00:00.000Z,19,5,9,615,returning
10851,25,RICAR,1998-01-26T00:00:00.000Z,14,10,9,615,returning
10851,57,RICAR,1998-01-26T00:00:00.000Z,19.5,10,9,615,returning
10851,59,RICAR,1998-01-26T00:00:00.000Z,55,42,9,615,returning
10877,16,RICAR,1998-02-09T00:00:00.000Z,17.45,30,10,615,returning
10877,18,RICAR,1998-02-09T00:00:00.000Z,62.5,25,10,615,returning
11059,13,RICAR,1998-04-29T00:00:00.000Z,6,30,11,615,returning
11059,17,RICAR,1998-04-29T00:00:00.000Z,39,12,11,615,returning
11059,60,RICAR,1998-04-29T00:00:00.000Z,34,35,11,615,returning
10367,54,VAFFE,1996-11-28T00:00:00.000Z,5.9,18,1,490,returning
10367,65,VAFFE,1996-11-28T00:00:00.000Z,16.8,15,1,490,returning
10367,77,VAFFE,1996-11-28T00:00:00.000Z,10.4,7,1,490,returning
10367,34,VAFFE,1996-11-28T00:00:00.000Z,11.2,36,1,490,returning
10399,68,VAFFE,1996-12-31T00:00:00.000Z,10,60,2,490,returning
10399,71,VAFFE,1996-12-31T00:00:00.000Z,17.2,30,2,490,returning
10399,76,VAFFE,1996-12-31T00:00:00.000Z,14.4,35,2,490,returning
10399,77,VAFFE,1996-12-31T00:00:00.000Z,10.4,14,2,490,returning
10465,24,VAFFE,1997-03-05T00:00:00.000Z,3.6,25,3,490,returning
10465,29,VAFFE,1997-03-05T00:00:00.000Z,99,18,3,490,returning
10465,40,VAFFE,1997-03-05T00:00:00.000Z,14.7,20,3,490,returning
10465,45,VAFFE,1997-03-05T00:00:00.000Z,7.6,30,3,490,returning
10465,50,VAFFE,1997-03-05T00:00:00.000Z,13,25,3,490,returning
10591,54,VAFFE,1997-07-07T00:00:00.000Z,7.45,50,4,490,returning
10591,3,VAFFE,1997-07-07T00:00:00.000Z,10,14,4,490,returning
10591,7,VAFFE,1997-07-07T00:00:00.000Z,30,10,4,490,returning
10602,77,VAFFE,1997-07-17T00:00:00.000Z,13,5,5,490,returning
10688,10,VAFFE,1997-10-01T00:00:00.000Z,31,18,6,490,returning
10688,28,VAFFE,1997-10-01T00:00:00.000Z,45.6,60,6,490,returning
10688,34,VAFFE,1997-10-01T00:00:00.000Z,14,14,6,490,returning
10744,40,VAFFE,1997-11-17T00:00:00.000Z,18.4,50,7,490,returning
10769,52,VAFFE,1997-12-08T00:00:00.000Z,7,15,8,490,returning
10769,62,VAFFE,1997-12-08T00:00:00.000Z,49.3,15,8,490,returning
10769,61,VAFFE,1997-12-08T00:00:00.000Z,28.5,20,8,490,returning
10769,41,VAFFE,1997-12-08T00:00:00.000Z,9.65,30,8,490,returning
10921,35,VAFFE,1998-03-03T00:00:00.000Z,18,10,9,490,returning
10921,63,VAFFE,1998-03-03T00:00:00.000Z,43.9,40,9,490,returning
10946,10,VAFFE,1998-03-12T00:00:00.000Z,31,25,10,490,returning
10946,24,VAFFE,1998-03-12T00:00:00.000Z,4.5,25,10,490,returning
10946,77,VAFFE,1998-03-12T00:00:00.000Z,13,40,10,490,returning
10994,59,VAFFE,1998-04-02T00:00:00.000Z,55,18,11,490,returning
10305,29,OLDWO,1996-09-13T00:00:00.000Z,99,25,1,584,returning
10305,39,OLDWO,1996-09-13T00:00:00.000Z,14.4,30,1,584,returning
10305,18,OLDWO,1996-09-13T00:00:00.000Z,50,25,1,584,returning
10338,17,OLDWO,1996-10-25T00:00:00.000Z,31.2,20,2,584,returning
10338,30,OLDWO,1996-10-25T00:00:00.000Z,20.7,15,2,584,returning
10441,27,OLDWO,1997-02-10T00:00:00.000Z,35.1,50,3,584,returning
10594,52,OLDWO,1997-07-09T00:00:00.000Z,7,24,4,584,returning
10594,58,OLDWO,1997-07-09T00:00:00.000Z,13.25,30,4,584,returning
10680,16,OLDWO,1997-09-24T00:00:00.000Z,17.45,50,5,584,returning
10680,31,OLDWO,1997-09-24T00:00:00.000Z,12.5,20,5,584,returning
10680,42,OLDWO,1997-09-24T00:00:00.000Z,14,40,5,584,returning
10706,43,OLDWO,1997-10-16T00:00:00.000Z,46,24,6,584,returning
10706,59,OLDWO,1997-10-16T00:00:00.000Z,55,8,6,584,returning
10706,16,OLDWO,1997-10-16T00:00:00.000Z,17.45,20,6,584,returning
10808,56,OLDWO,1998-01-01T00:00:00.000Z,38,20,7,584,returning
10808,76,OLDWO,1998-01-01T00:00:00.000Z,18,50,7,584,returning
10855,16,OLDWO,1998-01-27T00:00:00.000Z,17.45,50,8,584,returning
10855,31,OLDWO,1998-01-27T00:00:00.000Z,12.5,14,8,584,returning
10855,56,OLDWO,1998-01-27T00:00:00.000Z,38,24,8,584,returning
10855,65,OLDWO,1998-01-27T00:00:00.000Z,21.05,15,8,584,returning
10965,51,OLDWO,1998-03-20T00:00:00.000Z,53,16,9,584,returning
11034,21,OLDWO,1998-04-20T00:00:00.000Z,10,15,10,584,returning
11034,44,OLDWO,1998-04-20T00:00:00.000Z,19.45,12,10,584,returning
